Question	rel_label
where was Arnold given a seat 	4148
who studied economics at the University of Amsterdam	4149
What are also used on fingers and toes	4150
who were then transported to Cuba	4151
what country had little relation to Luxembourg	2454
who visited the castle in 1782	613
who was a student of Wing Chun	4152
where is Ms. Rowe now living 	2403
what did Sheffield play 	555
Who was the son of former slaves	942
who is Csokas	431
WHO wore the mask in six episodes	4153
Who  does not speak Arabic	4154
Where is a suburb of Stockport	1315
What now forms part of the University of Exeter	2355
of what is The Patrol Division made up 	735
who becomes bishop of Edessa	4155
what has Foley won	4156
What appeared on 50 of 51 ballots	877
what isn't beliefs	173
where has been listed on the National Register of Historic Places	3410
where did Zogby grow up 	194
Who played for the Los Angeles Dodgers	221
who competed for the Stanley Cup	3423
what do Cellular phones  have	491
what began on July 9 , 2008	349
what is country	4157
what is Corsica	350
What is N.V.	2201
how much was Hilder fined 	4158
who was Zhang	1189
who was the eleventh of twelve children	3352
where is politically subdivided into 35 barangays	497
what is Neurospora	3420
what did Crew take to	4159
What is separated from the North-West Territories	4160
Who was appointed Bishop of British Honduras	1205
to whom is authorship assigned	1197
what was founded on March 24 , 1959	433
when  was A new election  called	4161
What will Lives be made	4162
what does Kaliganj has 	871
how was Saguntum badly damaged 	4163
How is Bally well connected 	951
Who is a native of Hudsonville	79
who was Villoresi	1449
what is the second album from Vaughn	4164
where did Zarqawi return to 	92
who returned to Alameda	92
where  are Taxis available	2497
what  town is in the Metropolitan Borough of Walsall	60
to whom did Tolkien write a letter	3531
For whom was 1997 a breakout year	4165
what  include White Cube	205
what is is west of Bloomington	171
where did Stahl die 	18
who plays a small role in the Secret War crossover event	1003
what could be liable for medical malpractice	4166
when was Jefferson County formed	461
what went to Albee	85
Who was hanged on 1 December 1944	2458
Where is ADSA headquartered  	101
what  is headquartered in Berjaya Times Square	101
What  publishes RuneQuest	4167
what  is a major component of light transport	3765
what is part of the Burlington	9
How are Winners listed  	482
What are also welcomed to race	3945
Where did Barreiro return 	92
who has played host to Grandma 's Marathon	2142
who won the Democratic primary on June 3 , 2008	4168
What is Hermitage	3282
to what  is Freeport very near 	2024
What dont make a right	4169
where has  Dittman since moved 	4170
in what was Skinner an active member	4171
by what company has A Region 2 DVD  been released	1862
Who is portrayed by James Sutton	969
Where is A second centre  	659
where have Specimens been found 	3150
to what did Viburnum shift 	1864
who was born in Delafield	1
Of what is Shrapnel a member  	139
what does Bankwest offer	651
where had Richard Brautigan recently moved 	2609
Where is Rives 	60
what was Wild Earth 	1854
what does Suresh join	210
what is The M4 corridor	1625
where is The N6	1226
To whom did Brooks lose 	913
who was also an active teacher	178
of what is Security mode independent 	2759
what was Lu	4172
who has been featured in New York Magazine	2011
For what  is Bonferroni famous	1941
who was buried in Holy Cross Cemetery	1964
For what can Golden Eagles  be trained 	1544
What are as of 2002 Census	2203
Where has Matt Williams returned	3884
who may be related to Helen	369
What  is home to a very diverse population	73
What was Albert	2680
When did Pony Club begin 	608
when do B group Cameo 	4173
What is a registered service mark of the U.S. Department of Commerce	2376
where was Mummification first used	4174
when was A second battalion raised 	365
where did Williamson run well 	4175
who reacted with outrage	4018
how is  A drunkard 	2906
What is LG KG800	2832
who died on May 3 , 1919	424
who goes for help	2433
when was Oil discovered 	2735
what was Fahy awarded  	3637
When did Peter Lawford die	424
who defeated Jackie Moore	974
Where is Burnett	1010
where   is Arran based in 	232
Who is Scott	431
who  later wrote The Intelligent Investor	4176
Where is Port Wentworth	134
Who  lives in upstate New York	51
when was Iroquois decommissioned	1113
who   was born on 8 October 1895	166
in what is ACPICA written 	1106
Who was unrecognizable in Comintern	336
What are written in Latin	1106
When did 125 trials take place  	4177
what were designed by Christian Dior	2135
Who married Grimm	1859
Of which country is Herat a part	1785
Who has a very low tolerance for misbehavior	4178
what is once again in production	2280
How are Model horses sold  	4179
who moved to Pocatello	33
by whom was Olivia voiced 	1158
who set the pace in drug-taking	4180
Where did MacCulloch read history 	4181
what is a market town in east Northamptonshire	1173
as what Germany finished 	2371
where was Mozley born	444
Who died in Cranston	18
Where was Powell arrested 	3314
Who qualify for special education	803
What did NASA managers  request 	4182
when did Elections resume  	4183
What does MNA provide	438
who is the youngest of seven children	2434
who was jones 	431
What has long been used as an artistic medium	4184
who was convicted on October 14 , 2004	4185
where did Batchelder return once more	4186
What was consecrated on 21 August	1095
what does not Popularity equal 	3197
what does Saltillo have	1958
who entered the University of Minnesota	3279
What is scheduled to be released in May	3755
where did Lutz die	18
When is A shot heard 	4187
what smells strongly of cinnamon	4030
What  are important in Spain	538
when did Generation cease 	3777
who posed nude for the March	4188
Where  was Lockridge born  	1
who has also been a member of the Houston Texans	2907
who retired in Jacksonville	391
Who  grew up in High Wycombe	194
What is owned by Clear Channel Communications	1291
What is an important industry in Berne	27
by whom was Scaurus defended	4189
to what did Nana make a surprise return 	1373
What is Diet	4190
What was attempted in Winhall	4191
whom did Suzanne Pleshette eventually replace	1717
what has Daly published 	4192
Who was a prolific author of mysteries	3549
What is Inchelium	32
to what company  was Virgin Records later sold 	3905
who is the President of The Gambia	125
What village is in DuPage County	4193
When was The Olympic marathon run 	3858
who is married to a wife	737
what  was named Chair of Victory	3557
how long did Passenger service  continue	3109
what is 21	2605
who  wins race for lieutenant governor	2116
where is Morland	134
for what are A few  named 	1183
where are Further tests planned	970
when did Production end	1223
what is the third letter of the Greek alphabet	3495
By whom is Chuck an album 	466
Where was Mary Johnston interred  	610
who got his early education from Aitchison College	4116
what has a history of good debaters	3703
where is Stran	4194
What  started in early March	208
where is Tanacross	32
what market town is in Gloucestershire	1173
To whom is Freya attracted	2338
where do Gatherings also take place 	3935
On what did Ricketts write  	1596
where does Whitson now reside	4195
what is Rocky Hill 	140
on what channel is Emme frequently seen 	530
what continued under Knight	4196
Where did Picard go  	85
what is Ardglass	2902
Who was a Justice of the Peace	1533
to what was Armstrong called 	1380
who was born at Wilton	444
what country Is Big Trouble for the U.S. Balance of Trade	4197
what  is a form of artificial intelligence	1485
who is becoming Wells Fargo	4198
where has a population of about 150	658
how many were built in 1965	618
what is Nip	4199
with whom does Philosophy begin 	1877
Who do not say Motherfucker	4200
Who was Foss	4201
what was the symbol of Catholics	456
what's The Constitution of India	1686
to whom were Calls also made 	4202
What did Karnal have 	871
on what does SR also provide information 	4203
of what did machines run out 	1547
who have some form of heart disease	4204
where was Tom Sleigh born 	1
who pleaded guilty in 1990	3089
where is Cooter	134
what  is located in east-central Alberta	68
what is not a disease	173
who was Digby	3649
who is Maneki Neko	371
by whom was nternet radio pioneered 	4205
what is the world 's largest exporter of uranium	4206
What is Luck	3628
What is Nixon	32
who don't hate Carl Yastrzemski	3561
What is Dangerous	3781
where is The Vermilion River located	68
who wasn't fluent in Cantonese	3545
who was an investigative journalist for Gannett News Service	3222
What was broken up in 1760	4207
who  stayed on as manager	1954
On what did Maharashtra insist	4208
who retired in 1969	391
by whom was Corliss inspired	1434
Where did IM never go  	1508
who is Poulsen	518
what are used for roofing	758
When did A milestone occurr	4209
where  are Regional offices located 	68
What had never lost to Louisville	3611
Who was born in Newburgh	1
Where is Pine City located  	68
where is The Oder	1349
where did Styles grow up	194
What may lack a subject	2814
Who lost his title to Joe Calzaghe	2302
what will have higher levels	3055
in what did Morris have a career 	4210
